FoodGroup,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg
Plant source,341,21.6,1.42,62.36,2.12,15.5,0,0.286,0,0,0.21,444,1.955,0.193,0.9,123,0.841,5.02,171,1.06,352,3.2,3.65
Plant source,132,8.86,0.54,23.71,0,8.7,0,0.069,0,0,0,149,0.505,0.059,0.244,27,0.209,2.1,70,0.444,140,1.2,1.12
Plant source,339,21.25,0.9,63.25,2.12,15.5,0,0.286,0,0,0.21,444,1.955,0.193,0.9,160,1,8.7,160,1,440,3.2,2.2
Plant source,130,8.18,0.35,24.35,0.32,8.3,0,0.077,0,0,0.87,86,0.527,0.056,0.225,55,0.269,2.85,49,0.327,152,1.2,0.76
Plant source,91,6.03,0.29,16.55,0.23,6.9,0,0.055,0,2.7,0.62,61,0.62,0.12,0.14,35,0.192,1.9,35,0.233,108,1.3,0.54
Plant source,335,23.03,1.23,60.05,0,24.7,0,0.309,0,0,0,604,1.455,0.213,0.747,127,0.794,5,156,0.92,372,12.7,3.63
Plant source,136,9.34,0.46,24.46,0,10,0,0.081,0,0,0,207,0.515,0.069,0.21,50,0.231,2.09,50,0.37,135,1.3,1.14
Plant source,83,5.54,0.28,15.12,0,6.3,0,0.055,0,0.8,0,77,0.504,0.039,0.039,34,0.142,1.55,32,0.2,86,3.1,0.84
Plant source,343,18.81,2.02,64.11,0,25.2,0,0.401,0,4.6,0,399,2.083,0.221,0.535,186,0.44,3.4,188,1.2,304,12.9,1.9
Plant source,129,7.05,0.76,24.02,0,9.4,0,0.105,0,1.2,0,75,0.546,0.062,0.13,63,0.115,1.08,56,0.382,102,1.2,0.64
Plant source,339,21.86,1.14,62.37,2.26,20.2,0,0.447,0,5.3,0.22,482,1.955,0.237,0.653,175,0.837,5.47,189,1.423,447,12.9,2.31
Plant source,118,8.33,0.45,21.09,0,7,0,0.117,0,1.3,0,102,0.681,0.059,0.158,68,0.247,2.13,50,0.518,165,4.1,0.88
Plant source,114,7.37,0.39,21.02,1.41,4.9,0,0.106,0,1.3,0.79,81,0.461,0.06,0.143,53,0.16,1.57,51,0.408,136,4.1,0.65
Plant source,333,23.58,0.83,60.01,2.23,24.9,0,0.397,0,4.5,0.22,394,2.06,0.219,0.529,143,0.958,8.2,140,1.021,407,3.2,2.79
Plant source,127,8.67,0.5,22.8,0.32,6.4,0,0.12,0,1.2,0.03,130,0.578,0.058,0.16,35,0.216,2.22,42,0.43,138,1.1,1
Plant source,84,5.22,0.6,14.5,1.85,4.3,0,0.074,0,1.2,0.02,36,0.411,0.051,0.116,34,0.135,1.17,27,0.168,90,0.9,0.46
Plant source,330,24.37,0.25,59.8,0,24.9,0,0.397,0,4.5,0,394,2.06,0.219,0.529,195,1.1,9.35,160,1,405,3.2,2.55
Plant source,124,9.13,0.09,22.41,0,9.3,0,0.104,0,1.2,0,74,0.54,0.062,0.129,66,0.289,2.98,48,0.318,137,1.2,0.86
Plant source,337,22.53,1.06,61.29,2.1,15.2,0,0.397,0,4.5,0.21,394,2.11,0.215,0.608,83,0.699,6.69,138,1.111,406,3.2,2.79
Plant source,127,8.67,0.5,22.8,0.32,7.4,0,0.12,0,1.2,0.03,130,0.578,0.058,0.16,28,0.242,2.94,45,0.477,142,1.2,1.07
Plant source,81,5.22,0.36,14.83,1.85,4.3,0,0.08,0,0.8,0.02,23,0.494,0.067,0.106,29,0.147,1.25,30,0.291,106,1.1,0.62
Plant source,329,25.33,0.45,58.33,0,24.9,0,0.396,0,4.5,0,393,2.106,0.24,0.39,131,1,8.7,138,1.109,406,3.2,2.66
Plant source,123,9.49,0.17,21.85,0,9.3,0,0.104,0,1.2,0,74,0.552,0.067,0.095,44,0.262,2.77,42,0.255,142,1.2,0.9
Plant source,337,22.33,1.5,60.75,3.88,15.3,0,0.428,0,0,0.02,364,2.188,0.164,0.775,147,0.834,5.49,175,1.418,407,11,3.65
Plant source,140,8.23,0.62,26.05,0.37,10.5,0,0.138,0,0.9,0.01,140,0.649,0.066,0.237,69,0.21,2.36,53,0.527,144,2.9,1.03
Plant source,113,7.53,0.43,20.45,0.28,5.1,0,0.103,0,0.7,0.78,62,0.487,0.055,0.141,47,0.208,1.85,47,0.375,134,5.8,0.77
Plant source,343,20.96,1.13,64.19,2.14,12.7,0,0.527,0,0,0.21,463,1.892,0.192,0.772,130,0.81,6.77,182,1.376,415,13,2.55
Plant source,149,9.06,0.49,27.91,0.36,5.3,0,0.175,0,0,0.98,168,0.57,0.063,0.257,52,0.271,2.3,65,0.548,165,1.4,0.96
Plant source,347,21.42,1.23,62.55,2.11,15.5,0,0.474,0,6.3,0.21,525,1.174,0.212,0.713,113,0.893,5.07,176,1.148,411,27.9,2.28
Plant source,143,9.01,0.65,26.22,0.34,9,0,0.229,0,0.8,0.94,172,0.318,0.062,0.193,46,0.219,2.09,50,0.453,147,6.2,0.98
Plant source,82,4.6,0.56,15.18,1.02,4.6,0,0.074,0,0.7,0.55,24,0.268,0.016,0.052,47,0.162,1.47,33,0.318,92,0,0.56
Plant source,336,21.11,1.18,62.25,0,24.9,0,0.439,0,0,0,386,1.342,0.207,0.743,173,0.635,7.73,183,1.278,445,12.8,2.81
Plant source,142,8.97,0.64,25.81,0,10.4,0,0.127,0,0,0,137,0.272,0.059,0.236,73,0.149,2.84,68,0.51,169,1.3,1.09
Plant source,345,22,2.6,60.7,0,25.1,0,0.442,0,0,0,389,2.43,0.33,0.69,166,0.639,7.01,222,1.286,488,12.8,2.83
Plant source,144,9.16,1.08,25.27,0,10.4,0,0.129,0,1.8,0,81,0.708,0.103,0.187,62,0.186,2.48,74,0.455,183,1.3,1.06
Plant source,333,23.36,0.85,60.27,2.11,15.2,0,0.318,0,0,0.21,388,0.479,0.146,0.437,240,0.984,10.44,190,1.796,301,12.8,3.67
Plant source,139,9.73,0.35,25.09,0.34,6.3,0,0.093,0,0,0.94,81,0.14,0.046,0.118,90,0.287,3.7,63,0.636,113,1.3,1.38
Plant source,114,7.26,0.29,21.2,0.29,4.8,0,0.075,0,0,0.79,65,0.113,0.037,0.096,73,0.232,2.99,51,0.515,91,1.6,1.12
Plant source,341,26.12,1.53,58.29,5.7,25,3,0.366,0,1.4,0.05,423,2.832,0.333,0.555,103,0.824,6.7,192,1.626,421,8.2,3.14
Plant source,110,7.6,0.4,19.65,1.82,5.4,1,0.072,0,0.3,0.02,104,0.711,0.089,0.097,36,0.259,1.5,43,0.421,125,2.6,1.01
Plant source,71,5.47,0.22,12.41,0,3.7,1,0.045,0,1.8,0,33,0.96,0.05,0.02,26,0.109,1,32,0.288,79,1.8,0.62
Plant source,222,4.62,0.65,88.88,49.08,39.8,1,0.366,0,0.2,0.63,29,1.897,0.461,0.053,348,0.571,2.94,54,0.508,79,5.3,0.92
Plant source,378,20.47,6.04,62.95,10.7,12.2,3,0.535,0,4,0.82,557,1.541,0.212,0.477,57,0.656,4.31,79,21.306,252,0,2.76
Plant source,164,8.86,2.59,27.42,4.8,7.6,1,0.139,0,1.3,0.35,172,0.526,0.063,0.116,49,0.352,2.89,48,1.03,168,3.7,1.53
Plant source,88,4.92,1.95,13.49,0,4.4,1,0.473,0,0.1,0,25,0.13,0.015,0.032,35,0.153,1.23,27,0.818,80,2,0.69
Plant source,112,5.71,5.49,11.91,1.19,4.4,17,0.132,0,1.7,0.52,23,0.358,0.105,0.048,47,0.117,3.43,45,0.134,154,1.3,2
Plant source,343,23.85,2.07,59.64,0,10.7,2,0.361,0,1.5,0,639,2.795,0.17,0.68,85,1.059,9.95,333,1.544,438,9.1,6.11
Plant source,117,8.13,0.71,20.32,0,3.6,1,0.092,0,0.4,0,142,0.714,0.046,0.162,26,0.271,3.05,96,0.473,142,2.5,1.87
Plant source,336,23.52,1.26,60.03,6.9,10.6,3,0.357,0,1.5,0.39,633,2.075,0.226,0.853,110,0.845,8.27,184,1.528,424,9,3.37
Plant source,116,7.73,0.53,20.76,3.3,6.5,1,0.1,0,0.4,0.28,208,0.495,0.055,0.202,24,0.268,2.51,53,0.475,156,2.5,1.29
Plant source,77,4.74,0.55,13.63,0,3.3,0,0.045,0,2.7,0,51,0.354,0.074,0.076,20,0.117,0.97,28,0.283,70,2.3,0.7
Plant source,83,2.74,1.6,16.53,0,3.3,0,0.045,0,0.2,0,51,0.431,0.05,0.063,17,0.17,1.42,43,0.392,96,2.3,1.04
Plant source,344,23.9,1.69,60.74,0,25.6,0,0.155,0,0,0,23,1.61,0.136,1.13,130,1.335,5.1,283,1.573,372,8.2,9.3
Plant source,117,8.14,0.58,20.69,0,0,0,0.037,0,0,0,4,0.411,0.037,0.27,40,0.341,4.58,82,0.482,120,2.8,2.85
Plant source,352,24.63,1.06,63.35,2.03,10.7,2,0.54,0,4.5,0.49,479,2.605,0.211,0.873,35,0.754,6.51,47,1.393,281,0.1,3.27
Plant source,116,9.02,0.38,20.13,1.8,7.9,0,0.178,0,1.5,0.11,181,1.06,0.073,0.169,19,0.251,3.33,36,0.494,180,2.8,1.27
Plant source,338,21.46,0.69,63.38,8.5,19,0,0.512,0,0,0.72,395,1.537,0.202,0.507,81,0.74,7.51,224,1.672,385,7.2,2.83
Plant source,115,7.8,0.38,20.88,2.9,7,0,0.161,0,0,0.18,83,0.421,0.055,0.161,17,0.235,2.39,43,0.516,111,4.5,0.95
Plant source,79,4.93,0.17,14.91,0,4.8,0,0.091,0,0,0,50,0.261,0.034,0.055,21,0.18,1.81,39,0.363,74,4.5,0.65
Plant source,335,20.62,0.93,62.83,8.32,20.6,0,0.327,0,0,0.7,400,1.712,0.218,0.574,81,0.665,6.19,188,1.686,370,7,2.6
Plant source,126,8.04,0.38,23.31,0,7.7,0,0.078,0,0,0,150,0.66,0.055,0.161,29,0.215,2.4,53,0.585,127,4.9,1.03
Plant source,371,36.17,9.74,40.37,0,18.9,0,0.357,0,4.8,0,355,2.19,0.22,0.64,176,1.022,4.36,198,2.382,440,8.2,4.75
Plant source,119,15.57,2.92,9.88,0,2.8,0,0.009,0,1.1,0,59,0.495,0.053,0.134,51,0.231,1.2,54,0.676,128,2.6,1.38
Plant source,343,22.94,1.61,61.52,0,0,2,0.366,0,4,0,649,2.8,0.091,0.562,150,0.688,10.85,381,1.82,489,8.2,1.92
Plant source,117,7.81,0.55,20.96,0,0,1,0.093,0,1,0,143,0.668,0.023,0.124,3,0.164,3.14,104,0.527,150,2.8,0.59
Plant source,347,23.86,1.15,62.62,6.6,16.3,6,0.382,0,4.8,0.51,625,2.251,0.233,0.621,132,0.941,6.74,189,1.035,367,8.2,2.68
Plant source,105,7.02,0.38,19.15,2,7.6,1,0.067,0,1,0.15,159,0.577,0.061,0.164,27,0.156,1.4,48,0.298,99,2.5,0.84
Plant source,351,0.16,0.06,86.09,0,0.5,0,0.05,0,0,0.13,2,0.2,0,0.15,25,0.081,2.17,3,0.1,32,7.9,0.41
Plant source,341,25.21,1.64,58.99,0,18.3,1,0.281,0,0,0,216,1.447,0.254,0.273,138,0.981,7.57,267,1.527,379,8.2,3.35
Plant source,105,7.54,0.55,18.34,2.01,6.4,2,0.058,0,1,0.15,94,1.5,0.075,0.15,53,0.139,1.75,63,0.412,156,2.5,0.83
Plant source,352,23.82,1.16,63.74,8,25.5,7,0.174,0,1.8,0.09,274,2.889,0.215,0.726,37,0.815,4.82,49,1.22,321,4.1,3.55
Plant source,118,8.34,0.39,21.1,2.9,8.3,0,0.048,0,0.4,0.03,65,0.89,0.056,0.19,14,0.181,1.29,36,0.396,99,0.6,1
Plant source,567,25.8,49.24,16.13,4.72,8.5,0,0.348,0,0,8.33,240,12.066,0.135,0.64,92,1.144,4.58,168,1.934,376,7.2,3.27
Plant source,318,13.5,22.01,21.26,2.47,8.8,0,0.152,0,0,4.1,75,5.259,0.063,0.259,55,0.499,1.01,102,1.023,198,4.4,1.83
Plant source,599,28.03,52.5,15.26,4.18,9.4,0,0.461,0,0.8,6.94,120,13.825,0.089,0.085,61,0.533,1.52,176,1.845,397,3.3,3.28
Plant source,587,24.35,49.66,21.26,4.9,8.4,0,0.466,0,0,4.93,97,14.355,0.197,0.152,58,0.428,1.58,178,1.786,363,9.3,2.77
Plant source,570,26.15,49.6,15.83,0,9.5,0,0.348,0,0,0,240,15.925,0.135,0.675,106,0.9,3.91,188,2.64,388,7.2,2.12
Plant source,579,28.01,49.04,17.45,0,8.9,0,0.256,0,0,0,126,14.933,0.085,0.317,100,0.661,2.28,168,2.355,387,7.5,2
Plant source,570,25.09,47.58,20.91,0,8.7,0,0.34,0,0,0,246,12.875,0.3,0.639,62,1.171,2.09,184,1.98,336,7.3,3.34
Plant source,589,27.04,51.24,16.3,0,8.9,0,0.243,0,0,0,126,14.338,0.153,0.09,54,0.838,1.65,160,1.721,319,7.5,3.08
Plant source,563,25.19,48.75,16.54,3.95,8.5,0,0.346,0,0,6.56,239,12.375,0.131,0.653,89,1.112,2.55,171,1.696,380,7.1,4.43
Plant source,578,25.87,48.62,19.86,0,8.9,0,0.254,0,0,0,125,14.7,0.112,0.276,86,1.273,1.67,188,2.008,506,7.5,6.62
Plant source,589,24.06,49.94,21.57,8.41,8,0,0.418,0,0,6.3,92,13.696,0.111,0.106,45,0.578,1.9,160,1.8,319,8.2,2.79
Plant source,598,22.21,51.36,22.31,10.49,5,0,0.441,0,0,9.1,87,13.112,0.192,0.15,49,0.422,1.74,168,1.665,335,4.1,2.51
Plant source,327,52.2,0.55,34.7,8.22,15.8,0,0.504,0,0,0.05,248,27,0.48,0.7,140,1.8,2.1,370,4.9,760,7.1,5.1
Plant source,428,33.8,21.9,31.27,0,15.8,0,0.304,0,0,0,133,11.499,0.172,0.457,130,2.039,4.74,48,4.231,508,7.1,5.99
Plant source,343,21.7,1.49,62.78,0,15,1,0.283,0,0,0,456,2.965,0.187,0.643,130,1.057,5.23,183,1.791,367,8.2,2.76
Plant source,121,6.76,0.38,23.25,0,6.7,0,0.05,0,0,0,111,0.781,0.059,0.146,43,0.269,1.11,46,0.501,119,2.9,0.9
Plant source,90,4.98,2.01,13.55,0.54,3.7,0,0.103,0,6,0.09,11,0.367,0.079,0.076,29,0.129,1.44,35,0.289,92,5.8,0.58
Plant source,310,10.68,29.52,6.32,0,2.6,4,0.479,0,0,6.9,42,7.56,0.481,4.4,23,0.105,2.41,19,0.205,70,7.4,0.42
Plant source,313,38.11,2.97,38.32,0,17.5,2,1.336,6,0,0,198,22.021,0.891,0.702,204,0.304,11.99,216,0.271,639,7.4,2.21
Plant source,257,18.53,18.16,9.84,0,2.8,0,0.828,0,0,2.1,26,11.195,0.402,2.343,63,0.25,3.72,36,0.725,225,7.4,1.46
Plant source,446,36.49,19.94,30.16,7.33,9.3,1,0.377,0,6,0.85,375,1.623,0.87,0.874,277,1.658,15.7,280,2.517,704,17.8,4.89
Plant source,173,16.64,8.97,9.93,3,6,0,0.234,0,1.7,0.35,54,0.399,0.285,0.155,102,0.407,5.14,86,0.824,245,7.3,1.15
Plant source,471,35.22,25.4,33.55,4.2,17.7,10,0.208,0,2.2,0.91,211,1.41,0.145,0.1,138,0.828,3.9,145,2.158,363,19.1,3.14
Plant source,451,39.58,21.62,32.72,0,8.1,0,0.225,0,4.6,0,205,1.056,0.755,0.427,140,1.079,3.95,228,2.184,649,19.3,4.77
Plant source,199,11.69,6.01,26.47,6.2,5.4,4,0.199,0.08,0,0.01,19,0.906,0.233,0.098,57,0.42,2.49,48,0.859,159,7,2.56
Plant source,212,17.72,11,14.36,4.89,5.4,0,0.13,0,13,0.01,8,0,0.19,0.16,217,0.667,8.6,115,1.528,174,8.8,3.03
Plant source,193,18.54,10.8,9.39,0,0,0,0.215,0.08,0,0,24,2.64,0.358,0.078,111,0.56,2.7,81,1.3,266,0,1.14
Plant source,436,34.54,20.65,35.19,7.5,9.6,6,0.461,0,0,1.95,345,4.32,1.16,0.581,206,2.92,6.37,429,2.275,494,7.5,3.92
Plant source,441,34.8,21.86,33.67,7.61,9.7,6,0.351,0,0,1.98,227,3.286,0.941,0.412,188,2.221,5.82,369,2.077,476,7.5,3.58
Plant source,330,47.01,1.22,38.37,18.88,17.5,2,0.574,0,0,0.12,305,2.612,0.253,0.698,241,4.065,9.24,290,3.018,674,1.7,2.46
Plant source,375,45.51,8.9,34.93,10.53,16,2,1.05,0,0,0.55,289,2.95,0.28,1.088,285,1.6,8.2,285,3.15,675,58.9,4.1
Plant source,339,44.95,2.39,40.14,0,0,2,0.569,0,0,0,303,2.587,0.251,0.691,244,2,13.7,306,3.8,701,3.3,5.06
Plant source,54,3.27,1.75,6.28,3.99,0.6,0,0.077,0,0,0.11,18,0.513,0.069,0.06,25,0.128,0.64,25,0.223,52,4.8,0.12
Plant source,331,58.13,0.46,30.91,20,5.5,0,0.134,0,0,0,340,0.716,0.142,0.316,363,0.976,10.78,315,4.19,839,0.8,4.4
Plant source,338,80.69,3.39,7.36,0,5.6,0,0.1,0,0,0,176,1.438,0.1,0.176,178,1.599,14.5,39,1.493,776,0.8,4.03
Plant source,53,8.14,0.57,4.93,0.4,0.8,0,0.148,0,0,0,14,2.196,0.165,0.033,33,0.043,1.45,74,1.018,166,0.5,0.87
Plant source,60,10.51,0.1,5.57,1.7,0.8,0,0.2,0,0,0,18,3.951,0.152,0.059,20,0.135,2.38,40,0.499,130,0.8,0.43
Plant source,60,7,0.51,7.84,1.3,0.5,0,0.143,0,0,0,13,2.828,0.109,0.042,17,0.041,0.33,29,0.1,94,0.8,0.23
Plant source,70,8.19,4.17,1.69,0.6,0.9,0,0.071,0,0.2,0.01,19,0.101,0.063,0.06,201,0.213,1.61,37,0.625,121,9.9,0.83
Plant source,61,6.55,3.69,1.8,0.7,0.2,0,0.052,0,0.2,0.01,44,0.535,0.037,0.047,111,0.157,1.11,27,0.389,92,8.9,0.64
Plant source,480,47.94,30.34,14.56,0,7.2,26,0.286,0,0.7,0,92,1.189,0.317,0.494,364,1.179,9.73,59,3.689,483,54.3,4.9
Plant source,271,17.19,20.18,10.49,2.72,3.9,1,0.099,0,0,0.04,27,0.1,0.05,0.17,372,0.398,4.87,60,1.495,287,28.5,1.99
Plant source,77,3.22,1.73,12.54,0,0,0,0.115,0,0,0,26,0.1,0.02,0.02,80,0.2,1.3,26,0.404,60,10.6,0.56
Plant source,116,8.15,8,5.15,0,0,0,0.091,0,0.2,0,29,0.379,0.101,0.157,46,0.376,1.98,52,1.174,73,17.3,1.56
Plant source,347,24.33,1.31,61.91,0,11,3,0.371,0,1.6,0,658,2.158,0.235,0.887,138,0.879,8.61,338,1.59,559,8.2,3.5
Plant source,118,8.29,0.45,21.09,0,3.8,0,0.095,0,0.4,0,146,0.551,0.064,0.212,42,0.225,2.64,98,0.487,181,2.8,1.08
Plant source,409,29.65,16.32,41.71,0,25.9,0,0.175,0,0,0,45,3.09,0.45,1.03,440,2.88,13.44,179,3.721,451,8.2,4.48
Plant source,147,10.62,5.84,14.94,0,0,0,0.047,0,0,0,10,0.83,0.129,0.295,142,0.773,4.33,54,1.199,153,2.9,1.44
Plant source,177,4.86,8.59,20.12,0.27,4,0,0.399,0,7.9,0.75,59,0.399,0.052,0.089,49,0.224,1.56,29,0.567,110,2.4,1.09
Plant source,333,13.31,17.8,31.84,0,0,1,0.125,0,1.6,0,104,1.044,0.166,0.146,54,0.258,3.42,82,0.691,192,1,1.5
Plant source,43,2.6,1.47,4.92,3.65,0.2,55,0.031,0.85,0,0.11,9,0.425,0.184,0.029,123,0.165,0.42,15,0.062,43,2.3,0.26
Plant source,358,23.91,2.17,63.1,0,10.8,3,0.403,0,1.7,0,204,1.495,0.106,0.51,48,1.303,7.39,59,1.716,294,0,3.6
Plant source,124,7.98,1.05,21.49,3.8,5.5,0,0,0,0.2,0,28,0.46,0.016,0.067,57,0.272,1.5,30,0.384,121,1.6,0.75
Plant source,114,6.99,0.9,20.22,0.54,5.5,0,0,0,0.1,0,24,0.272,0.019,0.052,63,0.259,1.33,32,0.383,101,0,0.61
Plant source,177,15.7,6.3,14.27,1.07,4.9,1,0.303,2.01,4.5,0.23,124,3.753,0.244,2.651,136,0.2,2.41,56,0.951,206,22.6,1.26
Plant source,650,24.8,54.89,14.23,3.34,7.8,0,0.471,0,0,8.06,144,16.385,0.122,0.116,72,0.76,2.84,164,1.979,350,9.1,3.51
Plant source,520,25.9,34,35.65,9.28,5.2,0,0.31,0,0,9.04,60,14.6,0.06,0.27,35,0.58,1.9,170,1.475,369,7.5,2.8
Plant source,591,25.72,50.81,18.75,10.47,5.6,1172,2.23,0,0,43.2,540,13.369,0.105,0.083,43,1.64,16.6,355,0,368,7.5,14.4
Plant source,593,26.06,51.47,17.69,10.94,5.7,1172,2.52,0,0,43.2,467,13.64,0.112,0.125,45,1.77,17.5,370,0,316,7.5,15.1
Plant source,387,22.39,6.69,57.82,10.85,10.8,2,0.492,0,0,0.83,437,1.762,0.106,0.486,45,0.912,4.86,166,1.6,318,8.3,2.81
Plant source,166,7.9,9.6,14.29,0,6,0,0.2,0,0,0,83,0.582,0.064,0.18,38,0.527,2.44,71,0.773,176,2.6,1.83
Plant source,91,9.89,5.83,2,0.5,0.4,0,0.063,0,0.5,0,17,0.288,0.045,0.048,175,0.191,1.84,53,0.759,136,13,1.1
Plant source,146,12.68,9.99,4.39,0,0.6,0,0.039,0,0.3,0,22,0.639,0.077,0.042,345,0.328,2.75,53,1.052,231,16.8,1.66
Plant source,55,4.8,2.7,2.9,1.31,0.1,0,0.011,0,0,0,0,0.3,0.04,0.1,31,0.207,0.82,29,0,62,0,0.52
Plant source,62,6.9,2.7,2.4,1.27,0.1,0,0.011,0,0,0,0,0.247,0.041,0.101,32,0.203,1.03,27,0,90,0,0.61
Plant source,55,7.4,1.9,2,0.99,0.1,0,0.011,0,0,0,0,0.235,0.034,0.079,31,0.2,1.19,27,0,100,0,0.6
Plant source,37,6.3,0.8,1.1,0.45,0,0,0,0,0,0,0,0.11,0.02,0.04,36,0.121,0.75,10,0,81,0,0.33
Plant source,38,7,0.7,1,0.42,0,0,0,0,0,0,0,0.11,0.02,0.03,43,0.129,0.79,10,0,83,0,0.26
Plant source,63,2.26,1.53,9.95,7.86,0.4,0,0.077,0.7,1.7,0.01,11,0.513,0.262,0.022,25,0.206,0.48,15,0,51,4.8,0.34
Plant source,588,21.93,49.54,23.98,6.5,5.7,0,0.551,0,0,5.94,35,13.16,0.105,0.107,54,0.571,2.16,179,1.361,335,40.4,2.67
Plant source,63,2.26,1.53,9.95,7.86,0.4,70,0.077,0.7,1.7,0.11,11,0.513,0.262,0.022,126,0.206,0.48,15,0,51,4.8,0.34
Plant source,83,5.28,0.87,13.5,0.59,4.7,0,0.107,0,0,0.09,0,0.37,0.015,0.04,35,0.171,1.7,38,0.332,114,5.6,0.74
Plant source,79,5.34,0.45,13.5,0.61,4.7,0,0.113,0,0.9,0.04,57,0.362,0.015,0.03,34,0.163,1.62,38,0.326,111,5.7,0.65
Plant source,144,5,6.93,15.47,0,4.7,0,0.085,0,0,1.04,0,0.64,0.017,0.027,33,0.22,1.95,36,0.295,91,3.5,0.7
Plant source,196,18.19,11.38,9.35,0,0,0,0.199,0.14,0,0,21,2.135,0.357,0.054,96,0.54,2.13,77,1.285,253,0,1.57
Plant source,123,3.85,1.92,23.08,10,6.2,0,0,0,0,0,0,0,0,0,31,0,1.11,0,0,0,0,0
Plant source,108,4.62,1.15,19.23,6.15,5.4,0,0,0,0,0,0,0,0,0,31,0,1.11,0,0,0,0,0
Plant source,67,4.17,0,10.83,2.5,4.2,0,0,0,0,0,0,0,0,0,33,0,0.9,0,0,0,0,0
Plant source,60,3.33,0,11.67,3.33,3.3,0,0,0,0,0,0,0,0,0,33,0,0.9,0,0,0,0,0
Plant source,63,4.17,0,11.67,3.33,4.2,0,0,0,0,0,0,0,0,0,33,0,0.9,0,0,0,0,0
Plant source,54,8.3,1.7,1.3,0.2,0.6,95,0,2.36,0,5.22,0,0,0,0,184,0,1.6,0,0,181,0,0
Plant source,118,12.4,6.3,2.8,0.6,2,0,0,0,0,0,0,0,0,0,188,0,2,0,0,0,0,0
Plant source,98,10.1,5.2,2.6,0.4,1.3,2,0,0,0,0,0,0,0,0,77,0,1.6,0,0,0,0,0
Plant source,84,8.9,4.4,2.3,0.3,0.8,0,0,0,0,0,0,0,0,0,125,0,1.2,0,0,0,0,0
Plant source,47,4.8,2.5,1.4,0.2,0.3,0,0,0,0,0,0,0,0,0,75,0,0.9,0,0,0,0,0
Plant source,44,2.9,1.6,4.5,2,0.4,0,0,0.39,0,0,0,0,0.15,0.06,127,0,0.4,16,0,0,0,0.37
Plant source,47,3.2,1.8,4.5,2,0.4,0,0,0,0,0,0,0,0,0,17,0,0.44,0,0,0,0,0
Plant source,30,1.6,0.82,4.1,2.9,0.1,0,0,0.37,0,0,0,0,0.14,0.02,123,0,0.3,10,0,0,0,0.37
Plant source,33,2.86,1.61,1.74,0.41,0.5,0,0.049,1.11,0,0,0,0.165,0.207,0.154,124,0.082,0.46,16,0,32,0,0
Plant source,45,2.94,1.99,3.45,2.53,0.4,0,0.233,1.08,7.2,2.52,0,3.292,0.199,0.062,140,0.123,0.49,0,0,0,2.3,0.24
Plant source,30,2.38,0.77,3.51,2.61,0.3,61,0.016,1,0,0.06,9,0.222,0.201,0.037,123,0.086,0.43,15,0,87,2.3,0.23
Plant source,47,2.1,0.64,8.24,7.13,0.7,61,0.037,1,0,0.13,9,0.512,0.201,0.037,123,0.199,0.59,15,0.074,87,1.7,0.23
Plant source,34,2.62,0.85,3.85,0.41,0.6,0,0,0.23,0,0,0,0,0.174,0,123,0,0.46,13,0,103,0,0.1
Plant source,43,1.65,0.62,7.2,3.5,0.8,62,0,0,0,0,0,0,0,0,82,0,0.44,0,0,62,0,0
Plant source,28,2.47,0.04,4.14,3.65,0.2,61,0.024,0.23,0,0.08,7,0.323,0.174,0.022,116,0.125,0.35,10,0,87,1.8,0.1
Plant source,44,2.47,0.04,8.51,3.65,0.2,61,0.037,0.23,0,0.13,7,0.512,0.174,0.037,116,0.199,0.35,10,0,87,1.7,0.1
Plant source,41,2.88,1.65,3.29,2.47,0.4,0,0,1.23,0,0,0,0,0.21,0,123,0,0.44,16,0,0,2.3,0.25
Plant source,41,2.47,1.44,4.12,2.88,0.4,0,0,1.23,0,0,0,0,0.21,0,123,0,0.44,16,0,0,2.3,0.25
Plant source,58,2.06,1.44,9.47,7.82,0.8,0,0,1.23,0,0,0,0,0.21,0,123,0,0.59,16,0,0,1.7,0.25
Plant source,29,2.47,0.82,3.29,2.47,0.4,0,0,1.23,0,0,0,0,0.21,0,123,0,0.44,16,0,0,2.3,0.25
Plant source,33,2.47,0.82,4.12,2.88,0.4,0,0,1.23,0,0,0,0,0.21,0,123,0,0.44,16,0,0,2.3,0.25
Plant source,49,2.06,0.62,9.05,7.82,0.8,0,0,1.23,0,0,0,0,0.21,0,123,0,0.59,16,0,0,1.7,0.25
Plant source,45,2.88,2.06,3.29,2.47,0.4,0,0,1.23,0,0,0,0,0.21,0,144,0,0.44,16,0,0,2.3,0.25
Plant source,41,2.47,1.44,4.53,2.88,0.8,0,0,1.23,0,0,0,0,0.21,0,165,0,0.44,16,0,0,2.3,0.25
Plant source,41,2.47,1.44,5.76,2.88,2.1,0,0,1.23,0,0,0,0,0.21,0,123,0,0.44,16,0,0,2.3,0.25
Plant source,33,2.88,1.65,1.65,0.41,0.4,0,0,1.23,0,0,0,0,0.21,0,123,0,0.44,16,0,0,2.3,0.25
